content_type,idle_time,reading_time,pause_count,seek_count,tab_switches,total_scrolls,video_watched_percentage,is_video_playing,engagement_label
non_video,2,159,0,0,1,8,0.0,False,1.0
video,26,1602,5,0,0,0,82.8,False,1.0
non_video,45,197,0,0,0,9,0.0,False,0.5
video,101,939,3,2,0,0,94.8,False,1.0
non_video,112,162,0,0,1,2,0.0,False,0.0
video,165,1154,4,0,0,0,99.4,False,1.0
non_video,48,177,0,0,1,7,0.0,False,0.5
non_video,91,256,0,0,0,7,0.0,False,0.5
non_video,86,109,0,0,2,4,0.0,False,0.0
video,60,686,7,0,0,0,90.3,False,1.0
video,157,242,0,7,4,0,21.6,False,0.0
video,101,492,3,1,1,0,45.2,False,0.5
non_video,82,238,0,0,1,10,0.0,False,0.5
video,177,261,2,6,2,0,38.9,False,0.0
video,77,411,5,0,1,0,90.1,False,1.0
non_video,70,376,0,0,0,8,0.0,False,1.0
video,96,574,6,1,1,0,94.1,True,1.0
video,33,1546,5,2,0,0,93.4,True,1.0
non_video,98,137,0,0,3,1,0.0,False,0.0
video,156,709,3,3,1,0,69.9,False,0.5
non_video,55,94,0,0,3,2,0.0,False,0.0
video,29,465,5,0,1,0,84.6,False,1.0
non_video,66,177,0,0,2,9,0.0,False,0.5
video,155,247,2,4,2,0,30.9,True,0.0
non_video,105,160,0,0,4,0,0.0,False,0.0
non_video,94,167,0,0,4,0,0.0,False,0.0
video,288,747,3,3,1,0,54.6,True,0.5
video,72,116,2,9,3,0,29.6,False,0.0
video,10,482,2,1,1,0,91.9,True,1.0
video,147,678,3,2,2,0,56.2,True,0.5
video,359,893,3,1,1,0,67.0,True,0.5
video,98,324,1,1,0,0,61.6,False,0.5
non_video,105,257,0,0,1,10,0.0,False,0.5
video,138,580,4,2,2,0,49.7,True,0.5
video,327,1659,6,0,0,0,84.4,False,1.0
video,26,877,5,1,0,0,99.3,True,1.0
non_video,114,167,0,0,3,2,0.0,False,0.0
video,41,612,2,0,1,0,89.0,False,1.0
video,71,140,1,3,2,0,13.0,False,0.0
video,143,254,0,3,3,0,38.9,False,0.0
non_video,125,170,0,0,4,4,0.0,False,0.0
video,84,158,1,8,3,0,8.4,False,0.0
video,72,170,1,9,3,0,7.7,False,0.0
video,133,201,0,9,2,0,20.1,False,0.0
non_video,12,537,0,0,0,14,0.0,False,1.0
non_video,44,81,0,0,4,3,0.0,False,0.0
video,62,102,0,9,3,0,11.0,True,0.0
video,163,400,1,1,0,0,73.5,True,0.5
video,100,158,0,7,1,0,34.8,False,0.0
video,127,230,0,3,4,0,22.9,False,0.0
non_video,69,298,0,0,1,8,0.0,False,0.5
non_video,75,148,0,0,1,1,0.0,False,0.0
non_video,3,220,0,0,0,11,0.0,False,1.0
video,302,675,3,2,0,0,74.0,False,0.5
non_video,64,553,0,0,1,19,0.0,False,1.0
video,54,88,1,4,3,0,18.2,True,0.0
video,58,78,0,6,4,0,6.5,True,0.0
video,52,97,0,8,3,0,26.9,False,0.0
video,152,221,2,3,2,0,16.5,False,0.0
non_video,80,218,0,0,2,10,0.0,False,0.5
video,215,1698,4,0,1,0,96.9,False,1.0
video,188,236,0,8,4,0,29.0,True,0.0
non_video,107,253,0,0,2,6,0.0,False,0.5
video,151,920,7,1,0,0,82.8,False,1.0
video,101,160,1,8,2,0,27.6,True,0.0
video,46,88,0,7,4,0,10.2,True,0.0
video,203,512,3,3,2,0,62.0,True,0.5
video,99,196,0,3,1,0,13.4,False,0.0
video,102,1453,2,1,1,0,81.5,True,1.0
video,266,727,3,3,2,0,68.1,False,0.5
video,304,1608,2,1,1,0,82.3,False,1.0
video,130,185,1,5,1,0,38.6,True,0.0
video,183,290,1,4,4,0,5.4,False,0.0
video,230,1486,2,2,1,0,90.0,True,1.0
non_video,108,251,0,0,0,10,0.0,False,0.5
video,141,213,1,7,3,0,5.9,False,0.0
video,133,306,1,3,1,0,42.0,False,0.5
non_video,62,586,0,0,1,8,0.0,False,1.0
video,385,872,4,4,1,0,75.4,True,0.5
non_video,62,524,0,0,1,8,0.0,False,1.0
non_video,36,182,0,0,0,14,0.0,False,1.0
video,139,523,2,2,2,0,73.2,True,0.5
non_video,18,40,0,0,3,4,0.0,False,0.0
video,37,82,1,6,2,0,19.7,False,0.0
non_video,18,223,0,0,0,10,0.0,False,1.0
non_video,84,499,0,0,0,9,0.0,False,1.0
non_video,35,66,0,0,3,3,0.0,False,0.0
video,114,394,1,4,2,0,70.9,True,0.5
video,52,127,1,8,2,0,10.4,False,0.0
video,65,211,3,2,1,0,44.0,False,0.5
video,208,279,0,5,2,0,25.2,True,0.0
non_video,13,301,0,0,0,19,0.0,False,1.0
non_video,25,220,0,0,0,12,0.0,False,1.0
video,110,157,2,4,3,0,19.8,False,0.0
video,154,217,1,9,3,0,32.2,False,0.0
video,91,399,1,4,0,0,78.5,True,0.5
video,86,186,1,8,3,0,21.6,True,0.0
video,305,796,2,4,0,0,62.7,True,0.5
non_video,68,275,0,0,2,7,0.0,False,0.5
video,85,1401,4,1,0,0,84.2,True,1.0
video,149,487,3,3,0,0,73.3,False,0.5
non_video,104,133,0,0,3,3,0.0,False,0.0
non_video,55,250,0,0,0,5,0.0,False,0.5
video,66,132,1,4,3,0,29.3,True,0.0
video,27,61,2,7,1,0,20.8,True,0.0
video,96,176,1,9,3,0,8.3,False,0.0
video,1,1364,2,1,0,0,83.9,True,1.0
non_video,43,256,0,0,0,10,0.0,False,1.0
non_video,64,275,0,0,2,4,0.0,False,0.5
non_video,96,165,0,0,3,4,0.0,False,0.0
non_video,92,222,0,0,0,10,0.0,False,0.5
video,92,120,1,7,1,0,39.7,True,0.0
video,143,407,1,4,1,0,63.0,False,0.5
non_video,77,116,0,0,4,1,0.0,False,0.0
non_video,106,289,0,0,1,9,0.0,False,0.5
non_video,80,118,0,0,4,4,0.0,False,0.0
non_video,42,214,0,0,0,8,0.0,False,0.5
video,217,542,2,4,1,0,75.4,False,0.5
video,112,911,5,2,0,0,92.4,False,1.0
non_video,103,523,0,0,1,16,0.0,False,1.0
video,118,1211,4,1,0,0,81.9,False,1.0
video,122,535,3,2,2,0,75.4,True,0.5
non_video,34,268,0,0,1,12,0.0,False,1.0
non_video,32,56,0,0,1,2,0.0,False,0.0
non_video,22,99,0,0,2,6,0.0,False,0.5
non_video,35,179,0,0,1,3,0.0,False,0.5
video,150,1323,2,1,0,0,98.9,True,1.0
video,198,454,3,2,2,0,65.3,False,0.5
non_video,33,397,0,0,1,9,0.0,False,1.0
non_video,10,240,0,0,0,15,0.0,False,1.0
video,305,750,3,2,0,0,74.4,True,0.5
non_video,54,206,0,0,1,5,0.0,False,0.5
non_video,33,176,0,0,1,15,0.0,False,1.0
non_video,58,135,0,0,0,6,0.0,False,0.5
video,283,713,2,2,0,0,47.3,True,0.5
video,19,734,4,2,0,0,88.6,True,1.0
video,340,855,4,1,2,0,72.6,False,0.5
non_video,58,189,0,0,1,11,0.0,False,0.5
video,266,618,1,2,1,0,71.5,True,0.5
video,49,886,3,1,1,0,80.9,True,1.0
video,56,1710,3,1,1,0,80.7,False,1.0
video,80,180,0,3,4,0,14.0,False,0.0
video,5,1683,5,1,0,0,92.3,True,1.0
non_video,17,148,0,0,1,18,0.0,False,1.0
video,80,1339,4,0,0,0,81.2,True,1.0
non_video,44,105,0,0,0,7,0.0,False,0.5
non_video,114,175,0,0,4,4,0.0,False,0.0
non_video,36,289,0,0,1,16,0.0,False,1.0
video,181,497,4,2,0,0,46.6,False,0.5
video,105,407,2,2,0,0,56.9,False,0.5
non_video,45,360,0,0,0,17,0.0,False,1.0
non_video,79,133,0,0,2,4,0.0,False,0.0
non_video,97,125,0,0,4,0,0.0,False,0.0
video,44,1363,2,1,1,0,82.6,False,1.0
non_video,42,131,0,0,0,5,0.0,False,0.5
non_video,42,195,0,0,0,6,0.0,False,0.5
video,190,298,2,8,1,0,6.2,False,0.0
non_video,2,329,0,0,1,9,0.0,False,1.0
video,67,144,0,9,2,0,28.6,False,0.0
video,192,1036,6,2,0,0,97.2,False,1.0
non_video,12,491,0,0,1,16,0.0,False,1.0
video,193,896,2,4,1,0,66.8,True,0.5
non_video,15,288,0,0,1,12,0.0,False,1.0
video,65,1079,5,0,1,0,88.2,True,1.0
non_video,51,68,0,0,3,2,0.0,False,0.0
non_video,22,32,0,0,3,2,0.0,False,0.0
video,208,874,1,1,1,0,46.3,True,0.5
non_video,27,390,0,0,1,12,0.0,False,1.0
non_video,72,162,0,0,1,4,0.0,False,0.5
non_video,100,137,0,0,3,1,0.0,False,0.0
non_video,80,136,0,0,1,1,0.0,False,0.0
video,120,1654,7,0,0,0,92.5,True,1.0
video,229,1217,7,0,1,0,87.6,False,1.0
video,155,217,0,6,3,0,30.9,True,0.0
non_video,48,134,0,0,1,6,0.0,False,0.5
video,123,987,4,0,0,0,94.0,False,1.0
video,84,139,0,9,4,0,5.7,False,0.0
video,247,1483,7,1,1,0,95.4,True,1.0
video,148,598,4,3,2,0,54.2,True,0.5
video,28,891,4,2,0,0,97.4,False,1.0
non_video,94,169,0,0,2,4,0.0,False,0.0
video,153,254,1,3,1,0,36.0,True,0.0
non_video,94,123,0,0,3,1,0.0,False,0.0
video,135,302,2,1,0,0,78.8,True,0.5
video,63,582,6,0,0,0,92.7,False,1.0
video,66,870,2,1,0,0,81.2,False,1.0
non_video,58,88,0,0,4,3,0.0,False,0.0
non_video,104,149,0,0,4,3,0.0,False,0.0
non_video,19,120,0,0,0,11,0.0,False,1.0
video,129,197,2,6,3,0,21.5,False,0.0
video,271,1687,5,2,0,0,88.3,True,1.0
non_video,65,151,0,0,3,1,0.0,False,0.0
video,193,249,0,4,2,0,27.0,False,0.0
non_video,6,511,0,0,1,16,0.0,False,1.0
non_video,74,113,0,0,1,2,0.0,False,0.0
non_video,102,275,0,0,2,4,0.0,False,0.5
video,308,786,4,1,2,0,65.7,True,0.5
non_video,71,203,0,0,1,9,0.0,False,0.5
non_video,35,80,0,0,0,5,0.0,False,0.5
video,8,1658,4,2,1,0,86.0,False,1.0
video,51,76,1,4,4,0,39.7,False,0.0
video,187,540,2,2,0,0,69.1,False,0.5
non_video,44,86,0,0,2,2,0.0,False,0.0
video,141,399,1,1,2,0,75.3,True,0.5
non_video,48,213,0,0,2,10,0.0,False,0.5
non_video,72,390,0,0,1,11,0.0,False,1.0
video,150,383,3,3,2,0,41.4,False,0.5
video,187,1254,2,0,0,0,88.0,False,1.0
non_video,32,139,0,0,2,8,0.0,False,0.5
non_video,81,272,0,0,0,9,0.0,False,0.5
non_video,28,121,0,0,2,5,0.0,False,0.5
non_video,81,148,0,0,1,0,0.0,False,0.0
non_video,18,88,0,0,0,4,0.0,False,0.5
non_video,99,263,0,0,2,6,0.0,False,0.5
video,39,1143,3,2,1,0,99.0,True,1.0
video,102,631,5,0,1,0,81.3,False,1.0
video,83,241,4,3,0,0,47.7,False,0.5
video,15,315,7,0,0,0,82.9,True,1.0
video,271,1706,7,0,1,0,88.9,True,1.0
non_video,111,146,0,0,3,2,0.0,False,0.0
non_video,24,37,0,0,2,3,0.0,False,0.0
video,163,498,3,2,1,0,74.4,False,0.5
non_video,39,51,0,0,1,2,0.0,False,0.0
video,28,408,4,2,1,0,90.0,False,1.0
video,159,253,0,9,4,0,23.8,True,0.0
non_video,57,82,0,0,4,2,0.0,False,0.0
non_video,11,257,0,0,1,14,0.0,False,1.0
video,208,607,2,1,2,0,70.7,True,0.5
video,111,351,1,2,0,0,44.2,False,0.5
non_video,55,229,0,0,0,6,0.0,False,0.5
non_video,52,161,0,0,0,6,0.0,False,0.5
video,62,126,0,8,2,0,33.3,True,0.0
non_video,132,176,0,0,2,0,0.0,False,0.0
video,130,299,2,4,2,0,58.0,True,0.5
non_video,14,361,0,0,0,19,0.0,False,1.0
video,149,216,1,9,2,0,10.2,False,0.0
non_video,56,245,0,0,0,8,0.0,False,0.5
non_video,50,417,0,0,1,11,0.0,False,1.0
video,157,1528,3,0,1,0,86.1,False,1.0
non_video,78,232,0,0,0,11,0.0,False,0.5
video,131,191,2,8,4,0,16.2,True,0.0
non_video,75,157,0,0,2,1,0.0,False,0.0
video,58,194,2,1,2,0,44.4,True,0.5
video,63,1705,6,0,0,0,95.6,False,1.0
video,47,704,2,2,0,0,82.2,True,1.0
non_video,136,172,0,0,2,4,0.0,False,0.0
video,51,90,2,8,4,0,8.6,True,0.0
video,40,1721,2,0,1,0,96.0,True,1.0
video,239,1231,6,1,0,0,88.0,True,1.0
video,93,129,2,6,4,0,33.9,False,0.0
non_video,110,158,0,0,1,0,0.0,False,0.0
video,212,683,4,2,1,0,58.3,False,0.5
video,127,176,0,9,1,0,11.1,True,0.0
non_video,59,130,0,0,1,3,0.0,False,0.0
video,80,108,1,6,2,0,25.4,False,0.0
video,66,92,2,4,1,0,14.9,False,0.0
non_video,71,244,0,0,1,10,0.0,False,0.5
video,130,326,1,4,1,0,58.7,True,0.5
non_video,83,107,0,0,4,1,0.0,False,0.0
non_video,46,155,0,0,1,6,0.0,False,0.5
non_video,44,123,0,0,0,10,0.0,False,0.5
video,347,793,1,4,0,0,48.5,False,0.5
non_video,40,126,0,0,2,11,0.0,False,0.5
video,107,436,4,4,0,0,59.6,True,0.5
non_video,110,174,0,0,4,0,0.0,False,0.0
non_video,137,177,0,0,3,1,0.0,False,0.0
video,139,261,1,4,3,0,25.6,False,0.0
non_video,95,294,0,0,2,3,0.0,False,0.5
non_video,49,223,0,0,1,7,0.0,False,0.5
non_video,33,123,0,0,2,5,0.0,False,0.5
non_video,61,506,0,0,1,15,0.0,False,1.0
non_video,72,103,0,0,1,3,0.0,False,0.0
non_video,78,403,0,0,1,19,0.0,False,1.0
non_video,26,86,0,0,1,9,0.0,False,0.5
non_video,33,245,0,0,0,18,0.0,False,1.0
video,242,540,4,3,2,0,42.7,False,0.5
non_video,59,136,0,0,4,0,0.0,False,0.0
non_video,40,235,0,0,1,14,0.0,False,1.0
non_video,14,201,0,0,1,13,0.0,False,1.0
non_video,73,295,0,0,1,7,0.0,False,0.5
video,172,904,5,2,1,0,82.3,False,1.0
video,50,96,0,3,2,0,9.2,True,0.0
video,264,1336,4,2,0,0,91.0,True,1.0
video,67,119,0,9,1,0,7.4,False,0.0
video,120,1449,7,1,0,0,96.0,True,1.0
video,264,850,1,2,0,0,41.5,False,0.5
non_video,0,325,0,0,1,17,0.0,False,1.0
non_video,26,70,0,0,0,3,0.0,False,0.5
non_video,123,160,0,0,3,0,0.0,False,0.0
video,176,233,0,6,2,0,13.8,False,0.0
video,96,826,7,0,1,0,99.9,True,1.0
video,93,174,1,7,1,0,32.9,False,0.0
non_video,53,205,0,0,1,5,0.0,False,0.5
non_video,71,107,0,0,3,4,0.0,False,0.0
video,237,693,2,1,0,0,63.5,True,0.5
video,223,1695,5,2,0,0,100.0,False,1.0
video,118,242,0,7,4,0,20.3,False,0.0
non_video,89,543,0,0,1,9,0.0,False,1.0
video,140,845,3,0,1,0,92.4,True,1.0
video,177,488,3,3,2,0,58.6,True,0.5
video,232,1371,6,1,0,0,90.9,True,1.0
video,107,209,0,6,3,0,30.5,False,0.0
video,325,801,2,4,0,0,68.0,False,0.5
non_video,78,249,0,0,2,9,0.0,False,0.5
non_video,3,418,0,0,1,14,0.0,False,1.0
video,134,650,3,2,2,0,78.6,True,0.5
non_video,35,226,0,0,0,13,0.0,False,1.0
video,109,1319,6,0,0,0,92.7,False,1.0
non_video,119,268,0,0,0,9,0.0,False,0.5
non_video,70,267,0,0,2,10,0.0,False,0.5
non_video,34,55,0,0,2,4,0.0,False,0.0
video,158,215,0,7,4,0,39.6,False,0.0
video,15,631,7,1,0,0,94.2,False,1.0
video,64,314,3,1,2,0,56.7,True,0.5
non_video,0,373,0,0,0,10,0.0,False,1.0
video,220,549,4,2,0,0,50.2,True,0.5
non_video,109,154,0,0,3,1,0.0,False,0.0
non_video,68,360,0,0,0,14,0.0,False,1.0
non_video,68,87,0,0,2,0,0.0,False,0.0
video,121,225,0,3,4,0,28.8,False,0.0
video,121,289,2,3,4,0,16.3,False,0.0
video,116,263,2,1,2,0,44.9,True,0.5
non_video,42,236,0,0,0,18,0.0,False,1.0
non_video,65,159,0,0,2,7,0.0,False,0.5
video,95,119,1,5,1,0,17.3,True,0.0
video,149,1786,5,2,0,0,86.9,True,1.0
video,236,604,2,4,0,0,76.3,True,0.5
video,167,289,2,9,2,0,16.5,True,0.0
video,51,1515,4,1,1,0,93.9,True,1.0
non_video,76,553,0,0,0,11,0.0,False,1.0
video,143,200,0,9,1,0,11.1,False,0.0
non_video,67,118,0,0,1,4,0.0,False,0.0
non_video,9,319,0,0,0,17,0.0,False,1.0
non_video,8,497,0,0,0,18,0.0,False,1.0
non_video,50,170,0,0,1,4,0.0,False,0.5
video,4,551,4,0,0,0,97.6,False,1.0
video,153,457,3,2,2,0,64.9,True,0.5
non_video,55,248,0,0,2,9,0.0,False,0.5
non_video,42,202,0,0,1,10,0.0,False,0.5
video,43,85,1,9,4,0,10.8,False,0.0
non_video,32,97,0,0,2,7,0.0,False,0.5
video,267,722,2,3,0,0,58.2,True,0.5
video,134,589,2,4,0,0,74.6,True,0.5
non_video,81,236,0,0,2,5,0.0,False,0.5
video,137,239,2,7,2,0,29.4,False,0.0
non_video,63,456,0,0,0,18,0.0,False,1.0
non_video,15,288,0,0,0,12,0.0,False,1.0
video,223,1629,5,1,1,0,84.1,True,1.0
non_video,62,88,0,0,2,1,0.0,False,0.0
non_video,62,91,0,0,1,1,0.0,False,0.0
non_video,89,143,0,0,1,4,0.0,False,0.0
non_video,29,41,0,0,4,1,0.0,False,0.0
video,322,1694,5,1,1,0,82.8,False,1.0
video,196,246,1,9,2,0,17.3,False,0.0
non_video,35,177,0,0,2,9,0.0,False,0.5
video,236,1289,7,2,0,0,86.0,False,1.0
non_video,41,57,0,0,4,2,0.0,False,0.0
video,90,227,2,4,1,0,42.3,False,0.5
non_video,47,325,0,0,0,8,0.0,False,1.0
non_video,101,575,0,0,0,14,0.0,False,1.0
non_video,44,179,0,0,1,3,0.0,False,0.5
video,5,649,4,1,0,0,92.8,False,1.0
video,159,270,0,4,2,0,39.1,False,0.0
video,246,659,3,1,1,0,52.5,True,0.5
video,269,738,2,2,2,0,50.9,True,0.5
video,49,1626,4,0,0,0,88.6,False,1.0
non_video,27,57,0,0,3,4,0.0,False,0.0
video,100,1238,2,0,0,0,90.1,False,1.0
video,110,151,0,3,4,0,23.0,True,0.0
video,71,99,1,6,4,0,23.4,False,0.0
video,17,779,6,1,0,0,99.0,False,1.0
video,96,205,2,5,4,0,34.2,True,0.0
non_video,17,212,0,0,1,13,0.0,False,1.0
non_video,39,133,0,0,0,5,0.0,False,0.5
non_video,96,158,0,0,1,0,0.0,False,0.0
video,52,74,0,6,1,0,36.5,False,0.0
video,97,1306,3,2,0,0,94.3,True,1.0
video,4,432,5,2,1,0,92.4,True,1.0
video,67,866,6,1,0,0,94.6,False,1.0
non_video,55,158,0,0,2,5,0.0,False,0.5
video,102,180,2,5,2,0,5.1,False,0.0
video,6,603,2,1,0,0,80.4,False,1.0
video,28,368,7,0,0,0,93.8,False,1.0
video,35,385,5,0,0,0,88.7,False,1.0
video,285,1620,4,0,0,0,84.8,False,1.0
non_video,85,243,0,0,2,11,0.0,False,0.5
video,77,1016,5,0,1,0,85.4,True,1.0
video,253,1296,7,0,1,0,83.9,False,1.0
video,123,194,1,7,3,0,22.3,False,0.0
video,8,1647,6,2,1,0,86.6,False,1.0
video,49,103,0,5,1,0,20.3,True,0.0
non_video,0,267,0,0,1,10,0.0,False,1.0
non_video,55,249,0,0,1,7,0.0,False,0.5
video,137,266,2,4,2,0,16.3,False,0.0
video,111,1595,3,1,1,0,83.3,False,1.0
video,217,287,2,5,3,0,22.4,True,0.0
video,186,473,4,3,1,0,61.8,False,0.5
video,264,1705,5,1,1,0,85.3,True,1.0
video,75,233,3,2,0,0,64.3,True,0.5
video,94,276,2,2,2,0,72.5,True,0.5
video,196,999,5,1,1,0,86.5,True,1.0
non_video,83,273,0,0,2,4,0.0,False,0.5
non_video,58,352,0,0,1,13,0.0,False,1.0
non_video,0,383,0,0,1,14,0.0,False,1.0
video,92,454,4,2,1,0,72.0,True,0.5
non_video,24,358,0,0,1,13,0.0,False,1.0
video,154,1559,2,2,0,0,81.2,False,1.0
non_video,19,378,0,0,0,8,0.0,False,1.0
video,231,1736,2,2,0,0,88.9,True,1.0
video,181,964,3,1,0,0,95.6,True,1.0
non_video,23,101,0,0,0,10,0.0,False,0.5
non_video,45,229,0,0,1,15,0.0,False,1.0
video,118,378,2,4,1,0,67.3,False,0.5
non_video,47,157,0,0,0,6,0.0,False,0.5
video,161,681,3,3,1,0,70.1,False,0.5
non_video,36,81,0,0,4,0,0.0,False,0.0
video,216,1682,2,0,1,0,94.9,True,1.0
video,127,163,2,9,3,0,37.9,True,0.0
non_video,34,45,0,0,4,4,0.0,False,0.0
non_video,33,91,0,0,2,9,0.0,False,0.5
non_video,4,304,0,0,0,10,0.0,False,1.0
non_video,119,174,0,0,3,1,0.0,False,0.0
video,269,742,3,1,1,0,51.8,True,0.5
video,147,220,2,7,3,0,8.3,False,0.0
video,65,1655,3,2,0,0,96.4,True,1.0
video,63,116,0,8,3,0,34.0,False,0.0
video,72,993,6,0,0,0,83.1,False,1.0
video,31,1468,6,0,1,0,84.6,False,1.0
non_video,18,68,0,0,0,7,0.0,False,0.5
non_video,47,115,0,0,0,11,0.0,False,0.5
video,90,169,2,3,4,0,30.4,False,0.0
non_video,31,72,0,0,0,3,0.0,False,0.5
video,166,211,0,3,3,0,9.5,True,0.0
video,106,207,1,3,3,0,33.3,True,0.0
video,136,1313,4,0,0,0,85.9,False,1.0
video,158,453,3,3,2,0,62.8,False,0.5
video,127,268,2,8,1,0,20.8,False,0.0
video,67,702,2,2,1,0,91.6,True,1.0
non_video,52,354,0,0,0,14,0.0,False,1.0
non_video,21,105,0,0,1,7,0.0,False,0.5
video,252,777,1,2,0,0,49.1,False,0.5
video,117,349,1,3,2,0,69.9,False,0.5
video,230,731,2,3,2,0,40.2,False,0.5
non_video,40,148,0,0,2,8,0.0,False,0.5
non_video,48,150,0,0,0,11,0.0,False,0.5
non_video,35,476,0,0,1,15,0.0,False,1.0
non_video,57,238,0,0,0,3,0.0,False,0.5
non_video,81,273,0,0,1,5,0.0,False,0.5
non_video,26,81,0,0,1,7,0.0,False,0.5
video,178,1155,7,1,1,0,87.5,False,1.0
non_video,89,517,0,0,0,9,0.0,False,1.0
video,163,237,2,3,3,0,23.8,True,0.0
video,191,278,0,5,3,0,26.3,False,0.0
non_video,22,558,0,0,1,19,0.0,False,1.0
non_video,109,168,0,0,3,4,0.0,False,0.0
video,169,430,3,4,0,0,54.7,False,0.5
video,199,452,2,4,1,0,55.1,True,0.5
video,67,145,0,9,4,0,10.9,False,0.0
video,254,864,4,1,2,0,41.4,False,0.5
video,67,1598,2,0,1,0,86.3,False,1.0
non_video,54,442,0,0,1,12,0.0,False,1.0
video,235,1622,2,2,1,0,92.3,True,1.0
video,56,1230,3,1,0,0,83.6,True,1.0
video,110,193,0,8,3,0,28.0,True,0.0
non_video,24,110,0,0,1,10,0.0,False,0.5
video,102,313,4,2,2,0,44.1,False,0.5
video,148,431,3,2,0,0,42.6,True,0.5
video,74,167,2,6,4,0,34.4,True,0.0
video,204,753,1,1,2,0,47.0,True,0.5
video,100,1487,3,2,1,0,98.4,False,1.0
non_video,11,434,0,0,0,18,0.0,False,1.0
video,320,726,4,3,2,0,64.7,True,0.5
video,222,1722,6,1,1,0,81.6,True,1.0
non_video,45,69,0,0,2,2,0.0,False,0.0
non_video,31,64,0,0,2,2,0.0,False,0.0
video,239,579,1,2,2,0,72.9,True,0.5
video,146,208,0,7,4,0,13.8,True,0.0
video,72,131,0,9,1,0,10.9,False,0.0
video,29,538,5,0,1,0,92.3,True,1.0
video,146,228,1,9,2,0,25.6,True,0.0
non_video,0,120,0,0,0,18,0.0,False,1.0
video,21,1246,6,1,0,0,90.2,True,1.0
video,74,1151,7,2,1,0,85.7,False,1.0
video,191,438,2,2,2,0,61.0,False,0.5
non_video,43,593,0,0,1,17,0.0,False,1.0
video,32,738,3,2,0,0,80.7,False,1.0
non_video,6,233,0,0,0,8,0.0,False,1.0
non_video,15,285,0,0,1,19,0.0,False,1.0
video,346,1733,2,2,0,0,80.6,False,1.0
non_video,11,172,0,0,1,17,0.0,False,1.0
video,62,367,3,2,1,0,87.1,True,1.0
non_video,30,248,0,0,0,17,0.0,False,1.0
non_video,37,80,0,0,1,3,0.0,False,0.0
non_video,82,449,0,0,0,13,0.0,False,1.0
video,70,1203,4,0,0,0,81.8,True,1.0
video,42,62,1,4,3,0,32.5,True,0.0
non_video,23,38,0,0,1,3,0.0,False,0.0
non_video,71,231,0,0,2,7,0.0,False,0.5
non_video,93,468,0,0,0,19,0.0,False,1.0
video,18,408,5,2,1,0,81.0,False,1.0
video,272,801,1,3,0,0,46.1,False,0.5
video,60,78,0,5,1,0,37.3,True,0.0
video,13,396,4,0,1,0,96.3,False,1.0
video,155,452,1,3,2,0,48.7,True,0.5
video,268,743,3,3,1,0,48.8,False,0.5
non_video,93,229,0,0,2,11,0.0,False,0.5
non_video,114,157,0,0,3,4,0.0,False,0.0
non_video,36,322,0,0,0,15,0.0,False,1.0
non_video,55,123,0,0,1,2,0.0,False,0.0
video,79,168,1,7,3,0,29.1,False,0.0
video,224,296,0,4,3,0,27.6,True,0.0
video,71,91,1,5,3,0,19.5,True,0.0
non_video,100,179,0,0,3,0,0.0,False,0.0
non_video,15,61,0,0,0,6,0.0,False,0.5
non_video,53,120,0,0,0,4,0.0,False,0.5
non_video,21,364,0,0,0,13,0.0,False,1.0
video,8,524,5,0,1,0,92.5,True,1.0
non_video,63,140,0,0,3,2,0.0,False,0.0
video,250,844,3,1,2,0,70.1,False,0.5
video,202,291,0,3,1,0,32.1,True,0.0
non_video,49,68,0,0,4,2,0.0,False,0.0
non_video,78,413,0,0,1,11,0.0,False,1.0
video,83,297,1,1,0,0,75.7,True,0.5
non_video,58,564,0,0,0,19,0.0,False,1.0
non_video,41,234,0,0,0,18,0.0,False,1.0
video,84,113,0,5,2,0,19.3,True,0.0
video,95,137,2,5,2,0,24.6,False,0.0
non_video,40,101,0,0,1,8,0.0,False,0.5
non_video,62,85,0,0,2,1,0.0,False,0.0
non_video,42,133,0,0,2,6,0.0,False,0.5
non_video,19,211,0,0,0,11,0.0,False,1.0
video,172,971,7,0,1,0,89.8,False,1.0
non_video,48,62,0,0,2,0,0.0,False,0.0
video,126,238,0,5,4,0,14.9,False,0.0
video,216,1157,2,0,1,0,94.9,False,1.0
non_video,105,160,0,0,2,4,0.0,False,0.0
video,65,431,2,1,0,0,93.4,False,1.0
non_video,82,527,0,0,1,16,0.0,False,1.0
video,6,497,6,2,0,0,93.5,False,1.0
video,58,106,2,6,3,0,23.4,True,0.0
video,213,1167,4,2,1,0,82.2,True,1.0
video,241,1639,3,2,0,0,81.9,False,1.0
non_video,79,270,0,0,2,6,0.0,False,0.5
non_video,75,101,0,0,2,0,0.0,False,0.0
non_video,25,77,0,0,2,3,0.0,False,0.5
non_video,28,42,0,0,3,0,0.0,False,0.0
video,83,1278,4,2,1,0,81.7,False,1.0
non_video,13,138,0,0,0,12,0.0,False,1.0
non_video,42,162,0,0,0,7,0.0,False,0.5
video,134,203,0,6,4,0,5.4,True,0.0
video,83,879,6,2,1,0,83.8,False,1.0
video,183,1239,5,2,0,0,88.1,True,1.0
non_video,40,585,0,0,1,12,0.0,False,1.0
video,203,517,3,1,2,0,55.2,False,0.5
video,214,1379,7,1,1,0,82.9,True,1.0
non_video,19,47,0,0,4,3,0.0,False,0.0
video,174,997,6,1,1,0,96.6,True,1.0
